From,To,Volume,Cost,P
763,793,6785.008395,0.161534624,1
764,36,185.0482723,0.616666667,1
764,763,3747.592513,0.135347516,1
764,780,6013.438313,0.072001327,1
764,791,5030.149914,0.211181911,1
765,760,669.538,0.462857596,1
765,975,1382.867914,0.204,1
766,762,6816.97265,0.291834212,1
766,777,5555.49201,0.217390961,1
766,818,1993.020321,0.053381961,1
767,36,272.9628284,0.616666667,1
767,765,1478.584914,0.288,1
767,772,4930.08132,0.224241335,1
767,791,5505.070144,0.20225342,1
768,366,3644.46768,0.243202534,1
768,790,4090.298452,0.187216216,1
769,771,995.47,0.186694594,1
769,772,3530.736,0.202317907,1
769,786,5295.37932,0.214051853,1
770,773,3830.638509,0.183704809,1
770,789,139.099,0.222857144,1
771,758,0,0.48,1
771,759,573.821,0.20571438,1
771,974,421.649,0.994286014,1
772,767,5778.032972,0.235423037,1
772,769,5253.92932,0.213569382,1
772,810,823.389,0.160002865,1
773,774,3131.177509,0.191224076,1
773,796,822.195,0.173336417,1
774,792,3489.308509,0.180182475,1
774,811,1091.14632,0.156,1
775,868,2029.121,0.910119147,1
776,762,4185.575564,0.246778241,1
776,766,1068.373936,0.133340935,1
777,675,680.069,0.200005499,1
777,676,5587.825302,0.217845503,1
777,766,6816.97265,0.243195176,1
777,778,0,0.2,1
778,776,5253.949499,0.182422471,1
779,31,1077.293,0.616666667,1
779,783,521.0409432,0.168,1
779,787,811.806,0.173336248,1
780,763,2955.868707,0.122267682,1
780,812,6546.878115,0.156012018,1
781,761,1775.442201,0.337295495,1
781,763,2619.690515,0.213403124,1
781,782,201.7225908,0.240000058,1
782,764,3600.675545,0.12,1
783,366,1889.496,0.160413513,1
783,768,162.0109432,0.156,1
784,768,4523.61068,0.156000024,1
785,403,0,0.24,1
785,808,1317.673,0.156,1
786,758,5457.19932,0.216064049,1
786,769,3735.451,0.202977998,1
786,787,1441.075228,0.133436656,1
787,769,693.106,0.186668221,1
787,788,1559.775228,0.186872329,1
788,36,776.6071716,0.616666667,1
788,783,1530.466,0.17350886,1
788,790,740.5270568,0.173340293,1
789,769,139.099,0.186666671,1
789,788,700.655,0.186672527,1
790,770,3928.287509,0.199158591,1
790,794,902.538,0.173350107,1
791,764,5505.070144,0.216700092,1
791,767,5030.149914,0.197103117,1
791,792,0,0.205714286,1
792,780,3489.308509,0.166322285,1
793,762,6785.008395,0.436143485,1
793,763,6001.649911,0.149678423,1
793,813,0,0.154285714,1
794,784,2424.44368,0.174690404,1
794,809,905.0487874,0.173350315,1
795,770,41.45,0.173333333,1
795,794,2426.954468,0.188134868,1
796,36,984.07,0.616666667,1
796,795,2426.954468,0.174696663,1
796,815,140.928,0.173333335,1
797,774,1449.27732,0.156,1
797,796,2711.563468,0.189070458,1
798,799,500.3492925,0.253333829,1
798,804,6595.570611,0.156013614,1
799,805,0,0.222857143,1
799,813,4.135,0.222857143,1
799,817,500.3492925,0.253333829,1
800,388,923.4702782,0.186686669,1
800,785,0,0.222857143,1
801,800,0,0.24,1
801,814,41.45,0.186666667,1
802,348,140.928,0.186666668,1
802,801,0,0.222857143,1
803,37,0,0.7,1
803,802,0,0.24,1
803,816,2035.595,0.156,1
804,458,6595.570611,0.199574642,1
804,803,0,0.445714286,1
805,490,0,0.24,1
805,799,4.135,0.222857143,1
805,804,0,0.325714286,1
806,457,364.7846304,0.186709216,1
806,805,0,0.325714286,1
806,817,355.5217037,0.173333337,1
807,461,1993.020321,0.168,1
807,806,0,0.291428571,1
808,784,2099.167,0.156,1
808,809,18.4214908,0.173333333,1
809,800,923.4702782,0.173351907,1
809,808,0,0.173333333,1
810,773,122.734,0.173333334,1
810,789,700.655,0.173338775,1
811,767,1091.14632,0.06,1
811,810,0,0.186666667,1
812,797,2250.333787,0.34861533,1
812,798,6970.831903,0.15603455,1
813,793,4.135,0.154285714,1
813,799,0,0.222857143,1
813,812,2674.287576,0.242906119,1
814,795,41.45,0.173333333,1
814,815,0,0.173333333,1
815,802,140.928,0.173333335,1
815,816,0,0.186666667,1
816,797,1910.507,0.156,1
816,798,125.088,0.346666668,1
817,762,355.5217037,0.173333337,1
817,806,364.7846304,0.173372844,1
817,818,500.3492925,0.21333375,1
818,777,500.3492925,0.186667032,1
818,807,1993.020321,0.173491374,1
819,777,483.629,0.146666913,1
819,807,0,0.222857143,1
820,826,1143.816,0.17164226,1
820,827,229.3410752,0.548571679,1
820,831,2864.685239,4.876594647,1
821,25,1617.547,1.25,1
821,824,3534.239506,0.540000001,1
821,830,2709.825408,0.135045439,1
821,832,0,1.1,1
821,840,4803.883674,0.456000192,1
822,828,0,0.514285714,1
822,837,149.0145816,0.257143284,1
822,838,1702.070064,1.023161155,1
823,23,1662.726,1.083333333,1
823,829,4419.516059,1.123629952,1
823,830,4482.750935,0.597528289,1
823,836,747.163,0.160040547,1
824,27,961.928,0.666666667,1
824,821,5608.731483,0.540003081,1
824,825,833.617,0.533553247,1
824,1016,6291.388268,0.613960766,1
825,28,841.937,0.666666667,1
825,328,396.244,0.360005439,1
825,833,1360.515,0.548789635,1
826,820,1030.255075,0.171556267,1
826,838,683.4160394,0.502091054,1
826,839,1289.414,1.460419477,1
827,24,617.6,1.166666667,1
827,820,1702.378239,0.553416554,1
827,828,32.59325591,1.1,1
827,854,692.8580752,0.600063363,1
828,822,149.0145816,0.514285742,1
828,852,26.577,0.685714286,1
829,823,4364.613418,1.098925895,1
829,834,949.3874093,0.611393654,1
829,852,3820.589821,0.543498841,1
830,821,1617.736924,0.133506107,1
830,823,4599.290925,0.605287712,1
830,847,4312.026,0.540199819,1
831,22,920.413,1.166666667,1
831,249,2309.498239,3.343490578,1
831,826,316.957,1.40017044,1
831,827,338.794,1.800012254,1
832,27,90.15,0.666666667,1
832,324,0,0.533333333,1
832,833,404.564,0.171429852,1
832,846,1489.702,0.342908848,1
833,825,404.564,0.548575525,1
833,832,1579.852,0.171463098,1
834,758,949.3874093,0.514320501,1
834,856,1645.884,0.772212225,1
835,23,338.1,1.083333333,1
835,821,841.4772559,0.668577484,1
835,845,612.4943257,0.942864512,1
836,23,1879.168,1.083333333,1
836,822,1702.070064,0.943987088,1
836,823,450.4745167,0.160004275,1
836,824,1757.426762,0.606815724,1
836,835,0,0.514285714,1
837,835,1423.850582,0.600072425,1
838,24,708.9181038,1.166666667,1
838,820,1505.209,0.579211382,1
838,837,1274.836,0.912469432,1
839,23,766.287,1.083333333,1
839,78,747.572,0.833333333,1
839,826,1542.312115,1.465057188,1
839,845,548.317,1.371474335,1
839,848,674.515,1.714307258,1
840,821,2500.983925,0.456,1
840,843,5010.711,1.111219605,1
840,845,509.208,0.051429764,1
840,847,385.624,0.822861995,1
840,850,0,1.7,1
841,25,559.941,1.25,1
841,317,5963.865,0.229656231,1
841,846,538.736,0.257150724,1
841,847,3336.477506,0.266891617,1
842,74,0,0.833333333,1
842,322,0,0.548571429,1
843,840,2338.290925,1.05528743,1
843,849,5126.823,0.381905106,1
843,850,40.563,1.066666667,1
844,26,40.563,0.666666667,1
844,322,378.997,0.500000882,1
844,842,0,0.634285714,1
844,850,219.653,0.666666787,1
845,839,509.208,1.37146036,1
845,840,1160.811326,0.051497507,1
846,832,404.564,0.342857491,1
846,841,1459.952,0.257177969,1
846,851,799.767,1.200008462,1
847,830,3336.477506,0.540002666,1
847,841,4697.65,0.267803046,1
848,76,129.858,0.833333333,1
848,78,58.87,0.833333333,1
848,81,86.879,0.833333333,1
848,82,31.503,0.833333333,1
848,83,17.367,0.833333333,1
848,839,1316.044075,1.714864675,1
848,849,491.995,0.85765206,1
849,25,167.923,1.25,1
849,75,2464.078,0.833333333,1
849,76,565.781,0.833333333,1
849,77,639.383,0.833333333,1
849,85,627.786,0.833333333,1
849,86,11.578,0.833333333,1
849,87,432.827,0.833333333,1
849,103,198.625,0.833333333,1
849,104,158.886,0.833333333,1
849,106,268.268,0.833333333,1
849,107,115.918,0.833333333,1
849,108,128.32,0.833333333,1
849,109,148.913,0.833333333,1
849,843,2378.853925,0.360720926,1
849,848,914.2930752,0.867909031,1
850,840,103.541,1.700000049,1
850,843,116.112,1.066666678,1
850,844,40.563,0.666666667,1
851,26,837.232,0.666666667,1
851,844,378.997,0.342857163,1
851,846,635.845,1.20008303,1
852,828,142.9983257,0.685714316,1
852,829,4715.07459,0.765617303,1
852,855,3083.161821,0.300019449,1
852,856,737.428,0.377196996,1
853,250,2486.146547,2.106464088,1
853,860,1719.254272,0.588261308,1
854,827,1990.981495,0.611458033,1
854,852,0,1.56,1
854,857,692.8580752,0.377182685,1
855,24,4312.492896,1.166666667,1
855,852,3925.599916,0.312903859,1
855,857,378.5777022,1.165715138,1
855,859,4380.528051,0.384326084,1
856,852,905.896,0.377291969,1
856,855,2430.229914,0.34523026,1
856,962,823.128,0.634442172,1
857,854,1990.981495,0.384345049,1
857,858,1071.435777,0.257375173,1
858,33,736.2807775,1.083333333,1
858,857,1990.981495,0.262053443,1
858,859,0,1.08,1
858,961,335.155,0.325715248,1
859,855,5004.24483,0.414728887,1
859,858,0,1.08,1
859,964,4380.528051,0.354762539,1
860,872,2124.887355,0.33428448,1
860,963,1719.254272,0.311432457,1
861,863,2197.033,0.101605835,1
861,870,4349.683931,0.501813587,1
862,873,3391.222,0.56400017,1
863,876,3067.582,0.205344452,1
864,869,3378.185105,0.15687305,1
864,870,2178.343,0.420001459,1
864,875,0,0.394285714,1
864,967,430.711,0.466666744,1
864,977,344.483,0.377144133,1
865,866,41.35,0.560000006,1
865,875,597.2317995,0.426670977,1
866,41,0,0.916666667,1
866,665,819.365,0.900357008,1
866,778,266.48,0.940002119,1
867,861,0,0.42,1
867,882,1958.944,0.533600119,1
868,865,41.35,0.38,1
868,869,2029.121,0.24,1
869,35,3113.062,0.75,1
869,761,1882.625105,0.216624087,1
869,864,2609.054,0.15601129,1
870,34,1749.777,0.916666667,1
870,861,2197.033,0.360001444,1
870,864,3722.668105,0.432047577,1
870,967,0,0.548571429,1
871,267,1426.886,0.600597007,1
871,872,1188.642192,0.537802599,1
871,880,1782.596555,1.259999817,1
872,853,2529.318547,0.508361582,1
872,871,784.211,0.517319715,1
873,39,1287.61,0.833333333,1
873,879,7469.626086,0.565663749,1
873,886,3880.479,0.30000002,1
874,965,4936.637681,0.552912272,1
875,41,0.942799475,0.916666667,1
875,863,870.549,0.666721616,1
876,862,1432.278,0.201037342,1
876,866,0,2,1
876,878,2899.962406,0.480714312,1
877,861,4349.683931,0.264728987,1
877,876,1264.658406,0.20058494,1
878,879,0,0.171428571,1
878,881,2899.962406,0.423028594,1
879,267,593.46,2.007094341,1
879,874,3747.893681,0.807161125,1
879,877,3128.272406,0.403439293,1
880,39,143.6385551,0.833333333,1
880,871,233.05,0.942871281,1
880,874,1188.744,0.686747594,1
880,877,2486.069931,0.345511133,1
881,39,56.51,0.833333333,1
881,255,1340.396214,3.340676286,1
881,871,1657.295192,1.058516061,1
881,880,357.665931,0.257143904,1
882,862,1958.944,0.156,1
882,876,0,0.137142857,1
883,40,847.297,1.083333333,1
883,622,0,0.857142857,1
883,633,0,0.205714286,1
883,873,2142.444,1.405020846,1
883,887,0,3,1
884,633,2216.724,0.550341957,1
884,883,0,0.666666667,1
885,41,1447.893,0.916666667,1
885,665,0,1.34,1
885,884,472.83,0.580029745,1
886,634,701.362,0.857148177,1
886,635,1435.223,0.800270675,1
886,884,1743.894,0.204169338,1
887,47,63.01,0.666666667,1
887,254,202.96,1.800045735,1
887,261,52.427,1.40000007,1
887,265,0,4,1
887,883,109.4,3.000002729,1
888,58,310.671,0.533333333,1
888,892,805.571,0.093366386,1
889,56,201.889,0.5,1
889,57,232.906,0.533333333,1
889,59,161.568,0.5,1
889,269,80.655,1.800000403,1
889,892,3861.471735,1.798002608,1
889,980,1099.402,0.686895856,1
890,48,616.28,0.75,1
890,891,637.576,0.617186134,1
890,898,1948.953,0.261563732,1
891,55,319.794,0.633333333,1
891,251,1038.382,0.123442015,1
891,264,1608.03109,1.599776698,1
891,890,800.544,0.617275599,1
892,627,2510.231279,0.703621615,1
892,888,310.671,0.093333811,1
892,889,1195.789,1.202712212,1
892,893,2005.236013,0.385356212,1
893,60,186.779,0.416666667,1
893,642,1201.829602,0.766852938,1
893,892,468.3322789,0.266851282,1
893,894,692.0874107,0.685786305,1
894,896,692.0874107,0.257169864,1
895,892,138.859,0.874285748,1
895,894,0,0.291428571,1
896,60,0,0.416666667,1
896,902,1383.908613,0.257961961,1
897,895,138.859,0.257142867,1
897,896,0,0.291428571,1
898,260,871.676,0.911535501,1
898,890,719.795,0.257175623,1
898,899,1077.277,0.943732082,1
899,627,662.448,0.600050799,1
899,888,414.829,0.900025271,1
899,898,564.261,0.942893374,1
900,60,320.048,0.416666667,1
900,897,52.505,0.102857143,1
900,902,6871.988491,0.257961961,1
900,909,4287.511,0.43062876,1
900,990,2800.177,0.947132456,1
901,905,0,0.857142857,1
901,906,963.955,0.571406195,1
901,909,0,0.5,1
902,63,784.376,0.533333333,1
902,630,8326.061826,0.709155774,1
902,900,6483.395,0.226338838,1
902,903,0,1,1
902,908,0,0.34,1
903,639,62.073,0.260000001,1
904,70,34.74,0.833333333,1
904,903,62.073,0.30000002,1
904,905,1788.022,0.502734211,1
905,908,1788.022,0.242699274,1
906,901,0,0.56,1
906,904,2.481,0.88,1
906,910,0,0.48,1
906,959,963.955,0.501575341,1
907,897,86.354,0.188571429,1
907,900,5435.464972,0.116267318,1
908,63,42.521,0.533333333,1
908,900,2129.429,0.193585558,1
908,909,0,1.34,1
909,901,963.955,0.510184102,1
909,983,3323.556,0.280599163,1
910,906,0,0.48,1
910,950,0,1.38,1
910,960,0,0.257142857,1
911,925,2715.9783,0.568544785,1
911,926,2341.968953,0.187015391,1
912,914,4641.106909,0.980605516,1
912,937,4313.660756,0.279558133,1
912,942,328.746,0.171428634,1
913,920,602.571,0.188573179,1
913,943,790.5597641,0.776163896,1
913,1008,0,0.514285714,1
914,18,80.3,0.916666667,1
914,912,471.967,0.840001819,1
914,917,0,0.771428571,1
914,931,3086.571,0.806284776,1
914,946,2776.063958,0.26155438,1
915,21,12.443,0.5,1
915,916,1203.111764,0.334035687,1
915,943,46.319,0.942857148,1
916,20,728.35,0.75,1
916,915,58.762,0.333333334,1
916,932,1085.226,1.068087647,1
916,934,70.413,0.942857182,1
917,914,1111.148049,0.771574333,1
917,935,0,0.685714286,1
917,937,0,0.6,1
918,619,0,1.6,1
918,919,0,0.514285714,1
919,19,0,0.833333333,1
919,918,0,0.514285714,1
919,931,0,0.222857143,1
919,932,85.469,0.360000006,1
920,913,790.5597641,0.188578095,1
920,929,120.788,0.27428572,1
920,933,481.783,0.274286561,1
921,65,325.658,0.866666667,1
921,922,1155.015047,0.581452041,1
921,936,686.5100486,0.20075819,1
921,938,5406.52427,0.347996641,1
922,921,154.067,0.560002765,1
922,927,1714.445292,0.57360099,1
922,939,1796.6483,0.533639952,1
922,948,701.697,0.468616529,1
923,64,37.5385028,0.75,1
923,911,2341.968953,0.806171949,1
923,925,0,0.6,1
924,637,2355.8503,0.30878001,1
924,923,243.563,0.24000002,1
925,64,360.128,0.75,1
925,923,0,0.6,1
925,924,2355.8503,0.544280948,1
925,1013,0,0.48,1
926,65,819.707,0.866666667,1
926,911,2715.9783,0.187340512,1
926,939,987.0862442,0.533354721,1
926,942,3538.176348,0.626400967,1
926,1013,2916.261,0.590910917,1
927,922,1949.8193,0.573807553,1
927,928,1714.445292,0.613619664,1
927,940,2634.390101,0.645491662,1
928,73,1269.448,0.583333333,1
928,927,4584.209401,0.636028612,1
928,940,0,1.95,1
928,1005,846.6472916,0.788578789,1
929,920,790.5597641,0.274341175,1
929,930,1718.973708,0.327258032,1
929,1008,0,0.242424242,1
930,1007,4226.941708,1.035854006,1
931,19,1920.949,0.833333333,1
931,615,2076.919,1.375808082,1
931,914,552.267,0.788575131,1
931,919,23.23,0.222857143,1
932,916,85.469,1.066666684,1
932,931,1085.226,0.686374062,1
933,920,0,0.274285714,1
933,934,37.24323589,1.02857143,1
933,935,552.196,0.514288821,1
934,916,37.24323589,0.942857145,1
934,933,70.413,1.028571471,1
934,943,0,0.5,1
935,917,1111.148049,0.685843852,1
935,933,37.24323589,0.514285714,1
935,936,552.196,0.267050667,1
936,65,336.508,0.866666667,1
936,921,1280.062047,0.21210027,1
936,929,2388.745473,0.24483487,1
936,935,1148.391285,0.276624029,1
937,18,1759.833,0.916666667,1
937,917,0,0.6,1
937,936,2730.996756,0.246903398,1
937,938,0,0.24,1
938,18,777.508,0.916666667,1
938,937,0,0.24,1
938,939,0,0.7,1
938,942,5120.19927,0.32449877,1
939,922,987.0862442,0.533354721,1
939,926,1796.6483,0.533639952,1
939,938,0,0.7,1
940,73,0,0.583333333,1
940,921,5802.418319,0.388829638,1
940,927,0,0.6,1
941,940,2592.263218,0.199047448,1
941,944,4203.619381,1.204758348,1
942,912,6100.385618,0.281699478,1
942,926,926.79,0.600036045,1
942,944,1959.946,0.248805916,1
943,21,187.386,0.5,1
943,913,602.571,0.772672169,1
943,915,603.1737641,0.944384596,1
943,934,0,0.5,1
944,659,6163.565381,2.393319132,1
945,912,2610.981047,0.166358885,1
945,930,2507.968,1.073818378,1
946,18,30.658,0.916666667,1
946,592,3151.771958,1.419997034,1
946,912,100.18,0.857142858,1
946,914,0,0.257142857,1
947,63,251.909,0.533333333,1
947,948,203.69,1.400022267,1
947,1011,69.48,1.457142863,1
947,1013,103.52,1.160000055,1
948,922,274.937,0.466696926,1
948,947,238.365,1.400045911,1
948,955,463.332,2.315308758,1
949,71,556.662,0.833333333,1
949,953,1332.546,1.013986326,1
949,959,553.402,0.500122455,1
950,958,2276.341615,0.909060889,1
950,983,262.063,0.760004431,1
950,990,413.98,0.200135191,1
951,72,1054.11,0.916666667,1
951,952,1062.802,1.5441966,1
951,956,0,0.6,1
951,1010,238.35,0.428571665,1
952,951,766.15,1.543124467,1
952,958,0,0.6,1
952,982,984.869,0.342859389,1
952,985,531.25,0.325723587,1
953,949,892.843,1.002214161,1
953,956,0,2.42,1
953,957,1332.546,0.608391795,1
954,91,77.05,0.833333333,1
954,957,175.9,0.800001002,1
955,948,71.247,2.314285816,1
955,957,1502.729,1.211527856,1
955,1005,168.881,1.400001454,1
956,951,0,0.6,1
956,953,0,2.42,1
956,957,0,2.3,1
957,72,2018.181,0.916666667,1
957,953,892.843,0.601328497,1
957,954,77.05,0.800000022,1
957,955,240.128,1.100024065,1
957,956,0,2.3,1
958,71,1773.149,0.833333333,1
958,952,522.3486145,0.600000173,1
958,960,0,1.2,1
959,70,540.92,0.833333333,1
959,906,2.481,0.5,1
959,949,1391.165,0.508525764,1
959,960,10.001,0.514285714,1
960,70,0,0.833333333,1
960,910,0,0.257142857,1
960,958,19.156,1.2,1
961,33,1576.311223,1.083333333,1
961,858,762.9662395,0.325769575,1
961,963,108.733,0.925714296,1
961,964,3526.749014,0.691898454,1
962,34,1155.928,0.916666667,1
962,786,481.615,1.373629452,1
962,856,1775.941914,0.641185315,1
962,974,235.8,0.306667128,1
963,33,1097.411,1.083333333,1
963,860,2124.887355,0.31669056,1
963,961,736.4851266,0.925846337,1
963,965,2210.790002,1.004006338,1
964,34,576.908,0.916666667,1
964,859,5004.24483,0.382826665,1
964,961,2134.616462,0.684001689,1
964,965,2251.228761,0.413663257,1
964,969,3636.150972,0.144003024,1
965,867,1958.944,0.668689562,1
965,963,3002.999355,1.093037362,1
965,964,4178.77996,0.613738453,1
965,970,915.9711287,0.293517209,1
966,35,821.9,0.75,1
966,971,179.45,0.240000107,1
966,973,3050.050972,0.384000003,1
966,974,1394.098914,0.133874218,1
967,34,649.372,0.916666667,1
967,970,658.038,0.56008068,1
967,971,114,0.333333353,1
967,978,2141.118954,0.384,1
968,859,0,0.342857143,1
968,969,612.902,0.171729055,1
969,964,612.902,0.144,1
969,966,3636.150972,0.600000099,1
970,867,0,0.514285714,1
970,965,658.038,0.293375595,1
970,967,915.9711287,0.560351035,1
971,966,685.6189139,0.240041502,1
971,967,990.699,0.333629456,1
972,759,3394.533972,0.269261291,1
973,972,3050.050972,0.120000001,1
973,976,0,0.257142857,1
974,962,1202.845914,0.307312197,1
974,966,235.8,0.133333534,1
974,968,612.902,0.68571559,1
975,972,344.483,0.25716927,1
975,976,1382.867914,0.12,1
976,971,1382.867914,0.36,1
976,978,0,0.514285714,1
977,760,2141.118954,0.204,1
977,975,344.483,0.51433854,1
978,864,0,0.257142857,1
978,977,2141.118954,0.12,1
979,54,204.169,0.833333333,1
979,55,261.979,0.633333333,1
979,257,249.7061575,0.68572873,1
979,263,3648.143203,1.213255832,1
979,987,405.5670246,0.685871636,1
979,992,913.5966145,0.514497702,1
980,889,1178.182735,0.736148783,1
980,986,1063.899615,0.549050107,1
980,992,2200.358,1.237494735,1
980,1002,21.713,0.700000001,1
980,1003,349.669,0.3000574,1
981,991,1395.186289,0.555853643,1
981,995,219.485,0.900020187,1
981,1004,0,2.1,1
982,69,211.96,0.583333333,1
982,984,37.24,1.320000001,1
982,985,415.1853855,0.600010414,1
982,991,1296.076,0.431830065,1
983,70,1688.597,0.833333333,1
983,950,1452.388615,0.764203193,1
983,986,2702.545,1.079775246,1
983,1004,0,1.8,1
984,982,166.222,1.320000369,1
984,988,1873.746,1.121275223,1
985,69,38.183,0.583333333,1
985,71,633.71,0.833333333,1
985,950,288.567,0.600047425,1
985,952,697.1183855,0.325749737,1
986,59,388.4,0.5,1
986,68,1006.187,0.95,1
986,980,1633.005,0.55251905,1
986,983,1682.003615,1.002561987,1
986,1004,0,1.2,1
987,979,742.952,0.688814398,1
987,992,0,0.6,1
987,993,250.1570246,0.857161074,1
987,1003,155.41,1.300005952,1
988,989,0,0.671641791,1
988,996,3132.449068,0.901626472,1
988,997,1859.405,0.898971437,1
989,988,2240.416068,0.67176772,1
990,950,1211.429,0.218941386,1
990,984,2002.728,0.606072868,1
991,981,219.485,0.500011215,1
991,982,460.9233855,0.40027295,1
991,996,2389.843904,1.054743604,1
992,57,41.531,0.533333333,1
992,979,2619.022,0.552171249,1
992,980,872.0656145,1.200393366,1
992,987,0,0.6,1
993,987,279.133,0.857174107,1
993,994,0,1.2,1
993,1000,254.3300246,0.342865048,1
993,1003,0.827,0.9,1
994,67,0,0.833333333,1
994,993,0,1.2,1
995,67,53.367,0.833333333,1
995,981,1395.186289,1.000536558,1
995,1000,279.96,0.771457109,1
995,1001,14.924,0.7,1
996,67,101.525,0.833333333,1
996,907,5521.818972,0.145903307,1
996,991,378.99,1.000011406,1
997,999,1859.405,0.49443429,1
998,66,87.123,0.583333333,1
998,989,2240.416068,1.645403189,1
999,94,265.832,0.833333333,1
999,95,1005.162,0.833333333,1
999,97,492.248,0.833333333,1
999,110,18.233,0.833333333,1
999,998,1574.255068,0.277818839,1
1000,993,279.96,0.342869826,1
1000,995,254.3300246,0.771446358,1
1000,1002,0,1,1
1001,995,1194.223265,0.762070313,1
1001,1002,14.924,0.5,1
1001,1004,0,1.05,1
1002,68,13.27,0.95,1
1002,980,1.654,0.7,1
1002,1000,0,1,1
1002,1001,1194.223265,0.544335938,1
1003,57,77.341,0.533333333,1
1003,68,500.745,0.95,1
1003,980,1207.695735,0.317246909,1
1003,987,463.819,1.30091303,1
1003,993,4.173,0.9,1
1004,981,0,2.1,1
1004,983,0,1.8,1
1004,986,0,1.2,1
1004,1001,0,1.05,1
1005,91,688.524,0.833333333,1
1005,92,150.5431211,0.833333333,1
1005,93,126.162243,0.833333333,1
1005,96,6.510529602,0.833333333,1
1005,99,0.779397918,0.833333333,1
1005,928,4906.330401,0.830664206,1
1005,955,1039.397,1.406239712,1
1006,941,6795.882599,1.913137032,1
1007,92,1859.881879,0.833333333,1
1007,93,1195.971757,0.833333333,1
1007,96,84.0544704,0.833333333,1
1007,99,20.04860208,0.833333333,1
1007,100,1066.985,0.833333333,1
1007,1006,0,0.242424242,1
1009,98,965.027,0.833333333,1
1009,102,5023.899,0.833333333,1
1009,248,528.388,2.418807667,1
1009,250,735.412,4.484144156,1
1010,91,238.35,0.833333333,1
1010,951,1164.304,0.429154452,1
1011,959,34.74,1.2,1
1011,1012,34.74,0.12,1
1012,904,34.74,0.12,1
1013,630,2833.237,0.802961955,1
1013,925,0,0.48,1
1013,926,3003.000639,0.598924707,1
1013,947,83.024,1.16000002,1
1014,448,0,0.377142857,1
1014,1015,1958.053,0.324,1
1015,825,571.781,0.702861058,1
1015,1016,1958.053,0.324,1
1016,336,6937.047268,0.328909372,1
1016,824,6025.035483,0.599853965,1
1016,1017,730.09,0.168,1
1017,836,3167.294517,0.564612266,1
1018,259,1213.486,0.80035457,1
1018,645,1303.020722,0.266798728,1
1018,1019,5856.261086,0.22198506,1
1019,635,980.076,0.266892478,1
1019,740,3312.78809,0.53798959,1
1019,873,6122.120086,0.931546962,1
1019,1018,1878.061722,0.200140024,1
1020,74,219.249,0.833333333,1
1020,304,15.713,2,1
1020,306,3373.205,1.014357735,1
